Tahap Pengajian,Program Pilihan,Kampus Pilihan,Tahun Pengambilan Pilihan,Bulan Pengambilan Pilihan
Sijil,Sijil Pengurusan Perniagaan,Kolej UNITAR Sungai Petani,2027,September
Ijazah Sarjana,Ijazah Sarjana Pendidikan (Pengajaran Bahasa Inggeris sebagai Bahasa Kedua) - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2026,Mei
Ijazah Sarjana,Ijazah Sarjana Pendidikan (Pengajaran Bahasa Inggeris sebagai Bahasa Kedua) - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2026,September
Ijazah Sarjana,Ijazah Sarjana Pendidikan (Pengajaran Bahasa Inggeris sebagai Bahasa Kedua) - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Januari
Ijazah Sarjana,Ijazah Sarjana Pendidikan (Pengajaran Bahasa Inggeris sebagai Bahasa Kedua) - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Mei
Ijazah Sarjana,Ijazah Sarjana Pendidikan (Pengajaran Bahasa Inggeris sebagai Bahasa Kedua) - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2027,September
Diploma,Diploma Seni Reka Grafik Komputer,Kolej UNITAR Penang,2026,Mei
Diploma,Diploma Seni Reka Grafik Komputer,Kolej UNITAR Penang,2026,September
Diploma,Diploma Seni Reka Grafik Komputer,Kolej UNITAR Penang,2027,Januari
Diploma,Diploma Seni Reka Grafik Komputer,Kolej UNITAR Penang,2027,Mei
Diploma,Diploma Seni Reka Grafik Komputer,Kolej UNITAR Penang,2027,September
Diploma,Diploma Pengurusan Perniagaan,Kolej UNITAR Sungai Petani,2026,Mei
Diploma,Diploma Pengurusan Perniagaan,Kolej UNITAR Sungai Petani,2026,September
Diploma,Diploma Pengurusan Perniagaan,Kolej UNITAR Sungai Petani,2027,Januari
Diploma,Diploma Pengurusan Perniagaan,Kolej UNITAR Sungai Petani,2027,Mei
Diploma,Diploma Pengurusan Perniagaan,Kolej UNITAR Sungai Petani,2027,September
Ijazah Sarjana,Ijazah Sarjana Teknologi Maklumat,Universiti Antarabangsa UNITAR (Kampus Utama),2026,Mei
Ijazah Sarjana,Ijazah Sarjana Teknologi Maklumat,Universiti Antarabangsa UNITAR (Kampus Utama),2026,September
Ijazah Sarjana,Ijazah Sarjana Teknologi Maklumat,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Januari
Ijazah Sarjana,Ijazah Sarjana Teknologi Maklumat,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Mei
Ijazah Sarjana,Ijazah Sarjana Teknologi Maklumat,Universiti Antarabangsa UNITAR (Kampus Utama),2027,September
Ijazah Sarjana,Ijazah Sarjana Teknologi Maklumat - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2026,Mei
Ijazah Sarjana,Ijazah Sarjana Teknologi Maklumat - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2026,September
Ijazah Sarjana,Ijazah Sarjana Teknologi Maklumat - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Januari
Ijazah Sarjana,Ijazah Sarjana Teknologi Maklumat - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Mei
Ijazah Sarjana,Ijazah Sarjana Teknologi Maklumat - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2027,September
Ijazah Sarjana,Ijazah Sarjana Sains dalam Pengurusan,Universiti Antarabangsa UNITAR (Kampus Utama),2026,Mei
Ijazah Sarjana,Ijazah Sarjana Sains dalam Pengurusan,Universiti Antarabangsa UNITAR (Kampus Utama),2026,September
Ijazah Sarjana,Ijazah Sarjana Sains dalam Pengurusan,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Januari
Ijazah Sarjana,Ijazah Sarjana Sains dalam Pengurusan,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Mei
Ijazah Sarjana,Ijazah Sarjana Sains dalam Pengurusan,Universiti Antarabangsa UNITAR (Kampus Utama),2027,September
Diploma Pascasiswazah,Diploma Pascasiswazah Pendidikan - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2026,Mei
Diploma Pascasiswazah,Diploma Pascasiswazah Pendidikan - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2026,September
Diploma Pascasiswazah,Diploma Pascasiswazah Pendidikan - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Januari
Diploma Pascasiswazah,Diploma Pascasiswazah Pendidikan - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Mei
Diploma Pascasiswazah,Diploma Pascasiswazah Pendidikan - Dalam Talian,Universiti Antarabangsa UNITAR (Kampus Utama),2027,September
Diploma Pascasiswazah,Diploma Pascasiswazah Pendidikan - Dalam Talian - BM,Universiti Antarabangsa UNITAR (Kampus Utama),2026,Mei
Diploma Pascasiswazah,Diploma Pascasiswazah Pendidikan - Dalam Talian - BM,Universiti Antarabangsa UNITAR (Kampus Utama),2026,September
Diploma Pascasiswazah,Diploma Pascasiswazah Pendidikan - Dalam Talian - BM,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Januari
Diploma Pascasiswazah,Diploma Pascasiswazah Pendidikan - Dalam Talian - BM,Universiti Antarabangsa UNITAR (Kampus Utama),2027,Mei
Diploma Pascasiswazah,Diploma Pascasiswazah Pendidikan - Dalam Talian - BM,Universiti Antarabangsa UNITAR (Kampus Utama),2027,September
Diploma,Diploma Seni Reka Grafik Komputer,Kolej UNITAR Sungai Petani,2026,Mei
Diploma,Diploma Seni Reka Grafik Komputer,Kolej UNITAR Sungai Petani,2026,September
Diploma,Diploma Seni Reka Grafik Komputer,Kolej UNITAR Sungai Petani,2027,Januari
Diploma,Diploma Seni Reka Grafik Komputer,Kolej UNITAR Sungai Petani,2027,Mei
Diploma,Diploma Seni Reka Grafik Komputer,Kolej UNITAR Sungai Petani,2027,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Kolej UNITAR Penang,2026,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Kolej UNITAR Penang,2026,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Kolej UNITAR Penang,2027,Januari
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Kolej UNITAR Penang,2027,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Kolej UNITAR Penang,2027,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Kolej UNITAR Sungai Petani,2026,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Kolej UNITAR Sungai Petani,2026,September
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Kolej UNITAR Sungai Petani,2027,Januari
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Kolej UNITAR Sungai Petani,2027,Mei
Diploma,Diploma Pendidikan Awal Kanak-Kanak,Kolej UNITAR Sungai Petani,2027,September
Diploma,Diploma E-Perniagaan,Kolej UNITAR Penang,2026,Mei
Diploma,Diploma E-Perniagaan,Kolej UNITAR Penang,2026,September
Diploma,Diploma E-Perniagaan,Kolej UNITAR Penang,2027,Januari
Diploma,Diploma E-Perniagaan,Kolej UNITAR Penang,2027,Mei
Diploma,Diploma E-Perniagaan,Kolej UNITAR Penang,2027,September
Diploma,Diploma E-Kesetiausahaan,Kolej UNITAR Penang,2026,Mei
Diploma,Diploma E-Kesetiausahaan,Kolej UNITAR Penang,2026,September
Diploma,Diploma E-Kesetiausahaan,Kolej UNITAR Penang,2027,Januari
Diploma,Diploma E-Kesetiausahaan,Kolej UNITAR Penang,2027,Mei
Diploma,Diploma E-Kesetiausahaan,Kolej UNITAR Penang,2027,September
Diploma,Diploma E-Perniagaan,Kolej UNITAR Sungai Petani,2026,Mei
Diploma,Diploma E-Perniagaan,Kolej UNITAR Sungai Petani,2026,September
Diploma,Diploma E-Perniagaan,Kolej UNITAR Sungai Petani,2027,Januari
Diploma,Diploma E-Perniagaan,Kolej UNITAR Sungai Petani,2027,Mei
Diploma,Diploma E-Perniagaan,Kolej UNITAR Sungai Petani,2027,September
Diploma,Diploma Teknologi Maklumat,Kolej UNITAR Penang,2026,Mei
Diploma,Diploma Teknologi Maklumat,Kolej UNITAR Penang,2026,September
Diploma,Diploma Teknologi Maklumat,Kolej UNITAR Penang,2027,Januari
Diploma,Diploma Teknologi Maklumat,Kolej UNITAR Penang,2027,Mei
Diploma,Diploma Teknologi Maklumat,Kolej UNITAR Penang,2027,September
Diploma,Diploma Pengurusan Pelancongan,Kolej UNITAR Penang,2026,Mei
Diploma,Diploma Pengurusan Pelancongan,Kolej UNITAR Penang,2026,September
Diploma,Diploma Pengurusan Pelancongan,Kolej UNITAR Penang,2027,Januari
Diploma,Diploma Pengurusan Pelancongan,Kolej UNITAR Penang,2027,Mei
Diploma,Diploma Pengurusan Pelancongan,Kolej UNITAR Penang,2027,September
Diploma,Diploma E-Kesetiausahaan,Kolej UNITAR Sungai Petani,2026,Mei
Diploma,Diploma E-Kesetiausahaan,Kolej UNITAR Sungai Petani,2026,September
Diploma,Diploma E-Kesetiausahaan,Kolej UNITAR Sungai Petani,2027,Januari
Diploma,Diploma E-Kesetiausahaan,Kolej UNITAR Sungai Petani,2027,Mei
Diploma,Diploma E-Kesetiausahaan,Kolej UNITAR Sungai Petani,2027,September
Diploma,Diploma Teknologi Maklumat,Kolej UNITAR Sungai Petani,2026,Mei
Diploma,Diploma Teknologi Maklumat,Kolej UNITAR Sungai Petani,2026,September
Diploma,Diploma Teknologi Maklumat,Kolej UNITAR Sungai Petani,2027,Januari
Diploma,Diploma Teknologi Maklumat,Kolej UNITAR Sungai Petani,2027,Mei
Diploma,Diploma Teknologi Maklumat,Kolej UNITAR Sungai Petani,2027,September
